"";"ID de l'entité";"Code INSEE";"Type d'entité";"Nom de l'entité";"Editeur de la source";"Commune";"Adresse";"Code Postal";"Coordonnées";"Email";"URL";"Notes";"EPCI";"Département";"Région";"Code Officiel Région";"Nom Officiel Région";"Code Officiel Commune / Arrondissement Municipal";"Nom Officiel Commune / Arrondissement Municipal";"Population municipale";"Population comptée à part";"Population totale";"Code Officiel Département";"Code Officiel Arrondissement Départemental";"Année de recensement";"Année d’entrée en vigueur";"Année de référence géographique";"Nom Officiel EPCI";"Code Officiel EPCI";"Nom Officiel Département";"Dernier Recensement";"Déclaration Obligatoire"
"26454";"mairie-49130-01";"49130";"Mairie";"Mairie - Écuillé";"La Direction de l'information légale et administrative (Premier ministre)";"Écuillé";"2 rue de la Mairie";"49460";"47.615485, -0.561629";"contact@ecuille.fr";"http://www.ecuille.fr";"";"CU Angers Loire Métropole";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49130";"Écuillé";673;7;680;"49";1;2020;2023;2022;"CU Angers Loire Métropole";244900015;"Maine-et-Loire";2020;"No"
"7688";"mairie-49131-01";"49131";"Mairie";"Mairie - Épieds";"La Direction de l'information légale et administrative (Premier ministre)";"Épieds";"2 rue de la Touche";"49260";"47.1443944, -0.0463034";"mairie-epieds@orange.fr";"";"";"CA Saumur Val de Loire";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49131";"Épieds";720;7;727;"49";3;2020;2023;2022;"CA Saumur Val de Loire";200071876;"Maine-et-Loire";2020;"No"
"12696";"mairie-49132-01";"49132";"Mairie";"Mairie - Étriché";"La Direction de l'information légale et administrative (Premier ministre)";"Étriché";"1 square de la Mairie";"49330";"47.6500015259, -0.443320989609";"accueil.mairie@etriche49.fr";"http://www.etriche.mairie49.fr";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49132";"Étriché";1548;17;1565;"49";1;2020;2023;2022;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2020;"No"
"11511";"mairie-49135-01";"49135";"Mairie";"Mairie - Feneu";"La Direction de l'information légale et administrative (Premier ministre)";"Feneu";"Place de la Mairie";"49460";"47.5788993835, -0.550074994564";"accueil.mairie@feneu.fr";"http://www.feneu.fr";"";"CU Angers Loire Métropole";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49135";"Feneu";2188;40;2228;"49";1;2020;2023;2022;"CU Angers Loire Métropole";244900015;"Maine-et-Loire";2020;"No"
"3432";"mairie-49138-01";"49138";"Mairie";"Mairie - Les Bois d'Anjou";"La Direction de l'information légale et administrative (Premier ministre)";"Les Bois d'Anjou";"11 rue de la Mairie";"49250";"47.4857949, -0.1897987";"accueil.fontaine@boisdanjou.fr";"https://www.boisdanjou.fr";"";"CC Baugeois Vallée";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49138";"Les Bois d'Anjou";2574;52;2626;"49";3;2020;2023;2022;"CC Baugeois Vallée";244900882;"Maine-et-Loire";2020;"No"
"33759";"mairie-49140-01";"49140";"Mairie";"Mairie - Fontevraud-l'Abbaye";"La Direction de l'information légale et administrative (Premier ministre)";"Fontevraud-l'Abbaye";"1 place des Plantagenêts";"49590";"47.1819992065, 0.0502300001681";"mairie.fontevraud@wanadoo.fr";"http://www.fontevraud-abbaye.fr";"";"CA Saumur Val de Loire";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49140";"Fontevraud-l'Abbaye";1515;23;1538;"49";3;2020;2023;2022;"CA Saumur Val de Loire";200071876;"Maine-et-Loire";2020;"No"
"17927";"mairie-49155-01";"49155";"Mairie";"Mairie - Grez-Neuville";"La Direction de l'information légale et administrative (Premier ministre)";"Grez-Neuville";"1 rue du Port";"49220";"47.6020011902, -0.683799028397";"accueil@mairie-grez-neuville.fr";"http://www.mairie-grez-neuville.fr";"";"CC des Vallées du Haut-Anjou";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49155";"Grez-Neuville";1423;40;1463;"49";4;2020;2023;2022;"CC des Vallées du Haut-Anjou";200071868;"Maine-et-Loire";2020;"No"
"26086";"mairie-49160-01";"49160";"Mairie";"Mairie - Ingrandes-le-Fresne-sur-Loire";"La Direction de l'information légale et administrative (Premier ministre)";"Ingrandes-le-Fresne-sur-Loire";"6 rue des Recroits";"49123";"47.401099, -0.927792";"mairie@ingrandes-lefresnesurloire.fr";"http://www.ingrandessurloire.fr";"";"CC du Pays d'Ancenis";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49160";"Ingrandes-Le Fresne sur Loire";2687;60;2747;"49";1;2020;2023;2022;"CC du Pays d'Ancenis";244400552;"Maine-et-Loire";2020;"No"
"34858";"mairie-49161-01";"49161";"Mairie";"Mairie - La Jaille-Yvon";"La Direction de l'information légale et administrative (Premier ministre)";"La Jaille-Yvon";"27 rue Saint-Loup";"49220";"47.7224502563, -0.671203017235";"mairie@lajailleyvon.fr";"http://www.lajailleyvon.mairie49.fr";"";"CC des Vallées du Haut-Anjou";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49161";"La Jaille-Yvon";342;6;348;"49";4;2020;2023;2022;"CC des Vallées du Haut-Anjou";200071868;"Maine-et-Loire";2020;"No"
"23348";"mairie-49163-01";"49163";"Mairie";"Mairie - Jarzé-Villages";"La Direction de l'information légale et administrative (Premier ministre)";"Jarzé-Villages";"11 rue de la Mairie";"49140";"47.555871, -0.232946";"mairie@jarzevillages.fr";"https://www.jarzevillages.fr";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49163";"Jarzé Villages";2766;31;2797;"49";1;2020;2023;2022;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2020;"No"
"12039";"mairie-49167-02";"49167";"Mairie";"Mairie déléguée - Saint-Jean-des-Mauvrets";"La Direction de l'information légale et administrative (Premier ministre)";"Les Garennes sur Loire";"[""""Saint-Jean-des-Mauvrets"""", """"Place de la Mairie""""]";"49320";"47.3967018127, -0.451072990894";"mairie@les-garennes-sur-loire.fr";"http://www.les-garennes-sur-loire.fr";"";"CC Loire Layon Aubance";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49167";"Les Garennes sur Loire";4614;109;4723;"49";1;2020;2023;2022;"CC Loire Layon Aubance";200071553;"Maine-et-Loire";2020;"Yes"
"16547";"mairie-49167-01";"49167";"Mairie";"Mairie - Les Garennes sur Loire";"La Direction de l'information légale et administrative (Premier ministre)";"Les Garennes sur Loire";"[""""Juigné-sur-Loire """", """"15 Grand’rue""""]";"49610";"47.4071998596, -0.482847005129";"mairie@les-garennes-sur-loire.fr";"http://www.les-garennes-sur-loire.fr";"";"CC Loire Layon Aubance";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49167";"Les Garennes sur Loire";4614;109;4723;"49";1;2020;2023;2022;"CC Loire Layon Aubance";200071553;"Maine-et-Loire";2020;"Yes"
"35427";"mairie-49170-01";"49170";"Mairie";"Mairie - Juvardeil";"La Direction de l'information légale et administrative (Premier ministre)";"Juvardeil";"9 place de la Mairie";"49330";"47.655103, -0.498861";"contact@juvardeil.fr";"http://www.juvardeil.mairie49.fr";"Accueil ouvert sur rendez-vous uniquement.";"CC des Vallées du Haut-Anjou";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49170";"Juvardeil";814;12;826;"49";4;2020;2023;2022;"CC des Vallées du Haut-Anjou";200071868;"Maine-et-Loire";2020;"No"
"12040";"mairie-49171-01";"49171";"Mairie";"Mairie - La Lande-Chasles";"La Direction de l'information légale et administrative (Premier ministre)";"La Lande-Chasles";"Le Bourg";"49150";"47.470331, -0.066359";"lalandechasles@free.fr";"http://lalandechasles.free.fr";"Permanence du maire de 9h à 11h ou sur rendez-vous.";"CA Saumur Val de Loire";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49171";"La Lande-Chasles";122;2;124;"49";3;2020;2023;2022;"CA Saumur Val de Loire";200071876;"Maine-et-Loire";2020;"No"
"28975";"mairie-49174-01";"49174";"Mairie";"Mairie - Huillé-Lézigné";"La Direction de l'information légale et administrative (Premier ministre)";"Huillé-Lézigné";"[""""Lézigné"""", """"14 rue de la Mairie""""]";"49430";"47.6372985, -0.2978219";"accueil@huille-lezigne.fr";"http://www.huille-lezigne.mairie49.fr";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49174";"Huillé-Lézigné";1318;22;1340;"49";1;2020;2023;2022;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2020;"No"
"28976";"mairie-49174-01";"49174";"Mairie";"Mairie - Huillé-Lézigné";"La Direction de l'information légale et administrative (Premier ministre)";"Huillé-Lézigné";"[""""Lézigné"""", """"14 rue de la Mairie""""]";"49430";"47.6372985, -0.2978219";"accueil@huille-lezigne.fr";"http://www.huille-lezigne.mairie49.fr";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49174";"Lézigné";768;13;781;"49";1;2016;2019;2018;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2016;"No"
"32428";"mairie-49174-02";"49174";"Mairie";"Mairie déléguée - Huillé";"La Direction de l'information légale et administrative (Premier ministre)";"Huillé-Lézigné";"[""""Huillé"""", """"18 rue Pierre-le-Loyer""""]";"49430";"47.6477470398, -0.304811000824";"accueil@huille-Lezigne.fr";"http://www.huille-lezigne.mairie49.fr";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49174";"Huillé-Lézigné";1318;22;1340;"49";1;2020;2023;2022;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2020;"No"
"32429";"mairie-49174-02";"49174";"Mairie";"Mairie déléguée - Huillé";"La Direction de l'information légale et administrative (Premier ministre)";"Huillé-Lézigné";"[""""Huillé"""", """"18 rue Pierre-le-Loyer""""]";"49430";"47.6477470398, -0.304811000824";"accueil@huille-Lezigne.fr";"http://www.huille-lezigne.mairie49.fr";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49174";"Lézigné";768;13;781;"49";1;2016;2019;2018;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2016;"No"
"25793";"mairie-49176-01";"49176";"Mairie";"Mairie - Le Lion-d'Angers";"La Direction de l'information légale et administrative (Premier ministre)";"Le Lion-d'Angers";"[""""Place Charles-de-Gaulle"""", """"BP 40017""""]";"49220";"47.6284785, -0.7139076";"mairie@leliondangers.fr";"http://www.leliondangers.fr";"";"CC des Vallées du Haut-Anjou";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49176";"Le Lion-d'Angers";5201;77;5278;"49";4;2020;2023;2022;"CC des Vallées du Haut-Anjou";200071868;"Maine-et-Loire";2020;"Yes"
"30197";"mairie-49178-01";"49178";"Mairie";"Mairie - Loiré";"La Direction de l'information légale et administrative (Premier ministre)";"Loiré";"6 rue de la Libération";"49440";"47.6147993, -0.9802734";"mairie.loire@wanadoo.fr";"https://www.sic-candeen.frlistes/loire";"";"CC Anjou Bleu Communauté";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49178";"Loiré";882;21;903;"49";4;2020;2023;2022;"CC Anjou Bleu Communauté";244900809;"Maine-et-Loire";2020;"No"
"11121";"mairie-49180-01";"49180";"Mairie";"Mairie - Longué-Jumelles";"La Direction de l'information légale et administrative (Premier ministre)";"Longué-Jumelles";"1 place de la Mairie";"49160";"47.3810997009, -0.110177002847";"contact@ville-longuejumelles.fr";"http://www.villedelonguejumelles.fr";"";"CA Saumur Val de Loire";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49180";"Longué-Jumelles";6759;106;6865;"49";3;2020;2023;2022;"CA Saumur Val de Loire";200071876;"Maine-et-Loire";2020;"Yes"
"12887";"mairie-49182-01";"49182";"Mairie";"Mairie - Louresse-Rochemenier";"La Direction de l'information légale et administrative (Premier ministre)";"Louresse-Rochemenier";"8 rue Principale";"49700";"47.239200592, -0.313183009624";"mairie@louresse-rochemenier.fr";"http://www.louresse-rochemenier.fr";"";"CA Saumur Val de Loire";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49182";"Louresse-Rochemenier";893;16;909;"49";3;2020;2023;2022;"CA Saumur Val de Loire";200071876;"Maine-et-Loire";2020;"No"
"2900";"mairie-49183-03";"49183";"Mairie";"Mairie déléguée - Villemoisan";"La Direction de l'information légale et administrative (Premier ministre)";"Val d'Erdre-Auxence";"[""""Villemoisan"""", """"2 rue du Prieuré""""]";"49370";"47.464412, -0.893335";"villemoisan@val-erdre-auxence.fr";"http://www.val-erdre-auxence.fr";"";"CC des Vallées du Haut-Anjou";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49183";"Val d'Erdre-Auxence";4908;79;4987;"49";4;2020;2023;2022;"CC des Vallées du Haut-Anjou";200071868;"Maine-et-Loire";2020;"Yes"
"9965";"mairie-49183-02";"49183";"Mairie";"Mairie déléguée - La Cornuaille";"La Direction de l'information légale et administrative (Premier ministre)";"Val d'Erdre-Auxence";"[""""La Cornuaille"""", """"15 rue du Genêt""""]";"49370";"47.510917, -0.983126";"lacornuaille@val-erdre-auxence.fr";"https://www.val-erdre-auxence.fr/";"";"CC des Vallées du Haut-Anjou";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49183";"Val d'Erdre-Auxence";4908;79;4987;"49";4;2020;2023;2022;"CC des Vallées du Haut-Anjou";200071868;"Maine-et-Loire";2020;"Yes"
"13214";"mairie-49183-01";"49183";"Mairie";"Mairie - Val d'Erdre-Auxence";"La Direction de l'information légale et administrative (Premier ministre)";"Val d'Erdre-Auxence";"[""""Louroux-Béconnais"""", """"1 place de la Mairie""""]";"49370";"47.5221939087, -0.885882973671";"secretariat@val-erdre-auxence.fr";"http://www.val-erdre-auxence.fr";"Accueil fermé en juillet-août le samedi.";"CC des Vallées du Haut-Anjou";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49183";"Val d'Erdre-Auxence";4908;79;4987;"49";4;2020;2023;2022;"CC des Vallées du Haut-Anjou";200071868;"Maine-et-Loire";2020;"Yes"
"24476";"mairie-49188-01";"49188";"Mairie";"Mairie - Marcé";"La Direction de l'information légale et administrative (Premier ministre)";"Marcé";"2 rue de la Mairie";"49140";"47.5778007507, -0.328265994787";"mairie.marce@orange.fr";"";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49188";"Marcé";836;15;851;"49";1;2020;2023;2022;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2020;"No"
"24450";"mairie-49192-01";"49192";"Mairie";"Mairie - Maulévrier";"La Direction de l'information légale et administrative (Premier ministre)";"Maulévrier";"[""""Place de la Mairie"""", """"BP 9""""]";"49360";"47.0073013306, -0.745159983635";"mairie@maulevrier.fr";"http://www.maulevrier.fr";"";"CA du Choletais";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49192";"Maulévrier";3204;79;3283;"49";2;2020;2023;2022;"CA Agglomération du Choletais";200071678;"Maine-et-Loire";2020;"No"
"35555";"mairie-49193-01";"49193";"Mairie";"Mairie - Le May-sur-Èvre";"La Direction de l'information légale et administrative (Premier ministre)";"Le May-sur-Èvre";"1 rue Saint-Michel";"49122";"47.1380001, -0.8925269";"mairie@lemaysurevre.com";"http://www.lemaysurevre.com";"";"CA du Choletais";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49193";"Le May-sur-Èvre";3827;91;3918;"49";2;2020;2023;2022;"CA Agglomération du Choletais";200071678;"Maine-et-Loire";2020;"Yes"
"24916";"mairie-49194-02";"49194";"Mairie";"Mairie déléguée - Fontaine-Milon";"La Direction de l'information légale et administrative (Premier ministre)";"Mazé-Milon";"[""""Fontaine-Milon"""", """"20 rue David-d'Angers""""]";"49140";"47.501983, -0.246702";"info@maze-milon.fr";"https://www.maze-milon.fr";"";"CC Baugeois Vallée";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49194";"Mazé-Milon";5860;92;5952;"49";3;2020;2023;2022;"CC Baugeois Vallée";244900882;"Maine-et-Loire";2020;"Yes"
"33714";"mairie-49194-01";"49194";"Mairie";"Mairie - Mazé-Milon";"La Direction de l'information légale et administrative (Premier ministre)";"Mazé-Milon";"Place de l'Église";"49630";"47.456081, -0.272481";"info@maze-milon.fr";"http://www.maze-milon.fr";"";"CC Baugeois Vallée";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49194";"Mazé-Milon";5860;92;5952;"49";3;2020;2023;2022;"CC Baugeois Vallée";244900882;"Maine-et-Loire";2020;"Yes"
"17233";"mairie-49195-01";"49195";"Mairie";"Mairie - Mazières-en-Mauges";"La Direction de l'information légale et administrative (Premier ministre)";"Mazières-en-Mauges";"Rue de la Mairie";"49280";"47.0475997925, -0.813455998898";"mairie@mazieres-en-mauges.fr";"http://www.mazieres-en-mauges.fr";"";"CA du Choletais";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49195";"Mazières-en-Mauges";1265;30;1295;"49";2;2020;2023;2022;"CA Agglomération du Choletais";200071678;"Maine-et-Loire";2020;"No"
"2298";"mairie-49200-01";"49200";"Mairie";"Mairie - Longuenée-en-Anjou";"La Direction de l'information légale et administrative (Premier ministre)";"Longuenée-en-Anjou";"[""""La Membrolle-sur-Longuenée"""", """"Place Éric-Tabarly""""]";"49770";"47.5209007, -0.6806619";"mairie@longuenee-en-anjou.fr";"http://www.longuenee-en-anjou.fr";"";"CU Angers Loire Métropole";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49200";"Longuenée-en-Anjou";6334;172;6506;"49";1;2020;2023;2022;"CU Angers Loire Métropole";244900015;"Maine-et-Loire";2020;"Yes"
"21735";"mairie-49201-01";"49201";"Mairie";"Mairie - La Ménitré";"La Direction de l'information légale et administrative (Premier ministre)";"La Ménitré";"[""""Place de la Mairie"""", """"BP 20""""]";"49250";"47.4013936, -0.2698441";"accueil@lamenitre.fr";"http://www.lamenitre.fr";"";"CC Baugeois Vallée";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49201";"La Ménitré";2043;39;2082;"49";3;2020;2023;2022;"CC Baugeois Vallée";244900882;"Maine-et-Loire";2020;"No"
"8377";"mairie-49205-01";"49205";"Mairie";"Mairie - Miré";"La Direction de l'information légale et administrative (Premier ministre)";"Miré";"Rue des Échevins";"49330";"47.7579002, -0.498163";"accueil@mairiemire.fr";"http://www.mire.mairie49.fr";"";"CC des Vallées du Haut-Anjou";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49205";"Miré";999;10;1009;"49";4;2020;2023;2022;"CC des Vallées du Haut-Anjou";200071868;"Maine-et-Loire";2020;"No"
"21651";"mairie-49209-01";"49209";"Mairie";"Mairie - Montigné-lès-Rairies";"La Direction de l'information légale et administrative (Premier ministre)";"Montigné-lès-Rairies";"9 rue de la Mairie";"49430";"47.6222000122, -0.204872995615";"mairie.montignelesrairies@wanadoo.fr";"http://www.montignelesrairies.mairie49.fr";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49209";"Montigné-lès-Rairies";446;3;449;"49";1;2020;2023;2022;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2020;"No"
"4182";"mairie-49211-01";"49211";"Mairie";"Mairie - Montilliers";"La Direction de l'information légale et administrative (Premier ministre)";"Montilliers";"2 place du Comte-Hector";"49310";"47.1458015442, -0.533137023449";"mairie.montilliers@wanadoo.fr";"http://www.montilliers49.fr";"";"CA du Choletais";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49211";"Montilliers";1220;20;1240;"49";2;2020;2023;2022;"CA Agglomération du Choletais";200071678;"Maine-et-Loire";2020;"No"
"13341";"mairie-49214-01";"49214";"Mairie";"Mairie - Montreuil-Juigné";"La Direction de l'information légale et administrative (Premier ministre)";"Montreuil-Juigné";"[""""Esplanade Jean-Moulin"""", """"CS 90049""""]";"49460";"47.528, -0.606349";"accueil-mairie@ville-montreuil-juigne.fr";"http://www.ville-montreuil-juigne.fr";"";"CU Angers Loire Métropole";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49214";"Montreuil-Juigné";7791;151;7942;"49";1;2020;2023;2022;"CU Angers Loire Métropole";244900015;"Maine-et-Loire";2020;"Yes"
"17206";"mairie-49215-01";"49215";"Mairie";"Mairie - Montreuil-Bellay";"La Direction de l'information légale et administrative (Premier ministre)";"Montreuil-Bellay";"2 place de la Mairie";"49260";"47.1310981, -0.1571346";"information@ville-montreuil-bellay.fr";"http://www.ville-montreuil-bellay.fr";"";"CA Saumur Val de Loire";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49215";"Montreuil-Bellay";3705;250;3955;"49";3;2020;2023;2022;"CA Saumur Val de Loire";200071876;"Maine-et-Loire";2020;"Yes"
"27561";"mairie-49216-01";"49216";"Mairie";"Mairie - Montreuil-sur-Loir";"La Direction de l'information légale et administrative (Premier ministre)";"Montreuil-sur-Loir";"3 rue de la Mairie";"49140";"47.6072998047, -0.403654009104";"mairie@montreuilsurloir.fr";"";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49216";"Montreuil-sur-Loir";581;9;590;"49";1;2020;2023;2022;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2020;"No"
"23483";"mairie-49217-01";"49217";"Mairie";"Mairie - Montreuil-sur-Maine";"La Direction de l'information légale et administrative (Premier ministre)";"Montreuil-sur-Maine";"23 rue du Val-de-Maine";"49220";"47.6129989624, -0.685829997063";"mairie@montreuilsurmaine.fr";"http://www.montreuilsurmaine.fr";"";"CC des Vallées du Haut-Anjou";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49217";"Montreuil-sur-Maine";770;10;780;"49";4;2020;2023;2022;"CC des Vallées du Haut-Anjou";200071868;"Maine-et-Loire";2020;"No"
"19071";"mairie-49218-01";"49218";"Mairie";"Mairie - Montrevault-sur-Èvre";"La Direction de l'information légale et administrative (Premier ministre)";"Montrevault-sur-Èvre";"[""""2 rue Arthur-Gibouin"""", """"BP 10024""""]";"49110";"47.2581971, -1.0479882";"accueil@montrevaultsurevre.fr";"https://www.montrevaultsurevre.fr";"";"CA Mauges Communauté";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49218";"Montrevault-sur-Èvre";15732;306;16038;"49";2;2020;2023;2022;"CA Mauges Communauté";200060010;"Maine-et-Loire";2020;"Yes"
"3114";"mairie-49219-01";"49219";"Mairie";"Mairie - Montsoreau";"La Direction de l'information légale et administrative (Premier ministre)";"Montsoreau";"24 place des Diligences";"49730";"47.2150993347, 0.0615460015833";"mairie@ville-montsoreau.fr";"http://www.ville-montsoreau.fr";"";"CA Saumur Val de Loire";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49219";"Montsoreau";423;6;429;"49";3;2020;2023;2022;"CA Saumur Val de Loire";200071876;"Maine-et-Loire";2020;"No"
"20227";"mairie-49220-02";"49220";"Mairie";"Mairie déléguée - Daumeray";"La Direction de l'information légale et administrative (Premier ministre)";"Morannes sur Sarthe-Daumeray";"[""""Daumeray"""", """"25 rue de la Fraternité""""]";"49640";"47.7020759583, -0.362625986338";"accueil.daumeray@ville-msd.fr";"";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49220";"Morannes sur Sarthe-Daumeray";3669;45;3714;"49";1;2020;2023;2022;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2020;"Yes"
"34874";"mairie-49220-01";"49220";"Mairie";"Mairie - Morannes sur Sarthe-Daumeray";"La Direction de l'information légale et administrative (Premier ministre)";"Morannes sur Sarthe-Daumeray";"[""""Morannes"""", """"12 place Charles-de-Gaulle""""]";"49640";"47.7442269, -0.4177745";"accueil.morannes@ville-msd.fr";"http://morannes.fr";"";"CC Anjou Loir et Sarthe";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49220";"Morannes sur Sarthe-Daumeray";3669;45;3714;"49";1;2020;2023;2022;"CC Anjou Loir et Sarthe";200068955;"Maine-et-Loire";2020;"Yes"
"8420";"mairie-49221-01";"49221";"Mairie";"Mairie - Mouliherne";"La Direction de l'information légale et administrative (Premier ministre)";"Mouliherne";"1 place Émile-Delétang";"49390";"47.466908, 0.017108";"mairie.mouliherne@wanadoo.fr";"http://www.mouliherne.fr";"";"CA Saumur Val de Loire";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49221";"Mouliherne";808;23;831;"49";3;2020;2023;2022;"CA Saumur Val de Loire";200071876;"Maine-et-Loire";2020;"No"
"24969";"mairie-49222-01";"49222";"Mairie";"Mairie - Mozé-sur-Louet";"La Direction de l'information légale et administrative (Premier ministre)";"Mozé-sur-Louet";"7 rue du 22-Juillet-1793";"49610";"47.35779953, -0.551518023014";"mairie@mozesurlouet.fr";"http://www.mozesurlouet.fr";"";"CC Loire Layon Aubance";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49222";"Mozé-sur-Louet";2028;45;2073;"49";1;2020;2023;2022;"CC Loire Layon Aubance";200071553;"Maine-et-Loire";2020;"No"
"36363";"mairie-49223-01";"49223";"Mairie";"Mairie - Mûrs-Erigné";"La Direction de l'information légale et administrative (Premier ministre)";"Mûrs-Erigné";"[""""5 chemin de Bellevue"""", """"CS 80015""""]";"49610";"47.3992996216, -0.537496984005";"info@ville-murs-erigne.fr";"http://www.murs-erigne.fr";"";"CU Angers Loire Métropole";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49223";"Mûrs-Erigné";5661;99;5760;"49";1;2020;2023;2022;"CU Angers Loire Métropole";244900015;"Maine-et-Loire";2020;"Yes"
"15669";"mairie-49224-01";"49224";"Mairie";"Mairie - Neuillé";"La Direction de l'information légale et administrative (Premier ministre)";"Neuillé";"Place Saint-Médard";"49680";"47.3426323, -0.0356519";"mairie.neuille@wanadoo.fr";"http://www.mairiedeneuille.fr";"";"CA Saumur Val de Loire";"MAINE-ET-LOIRE";"PAYS DE LA LOIRE";52;"Pays de la Loire";"49224";"Neuillé";988;11;999;"49";3;2020;2023;2022;"CA Saumur Val de Loire";200071876;"Maine-et-Loire";2020;"No"
